;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;11.1;0;0;0;0
;0;0;0;2.2;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;23.3;0;0;0;0;6.9
;0;0;0;0;0;0;0;0;0;0;0;0
;10.9;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;4.9;0;0;0
;0;0;0;0;0;1.2;0;0;0;0;0;0
;0;0;3.3;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;17.7;0;0;0;0
;0;0;0;0;0;0;0;0;0;4.3;0;0
;0;0;0;0;0;0;0;0;0;0;0;0
;0;3.2;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;6.6;0;0;0;0;0;6.2;0
;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;45.2;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;1.9;0;0;0;0;4.4;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;1.8;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0
;0;;0;0;0;0;0;0;0;0;0;0
;0;;0;0;0;0;0;0;0;0;0;0
;0;;0;;0;;0;0;;0;;0

