;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;63.6;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;20.1;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0
;0;6.6;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;1.8;0;0
;0;0;0;14.6;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;28.9;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;44.9;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0.7
;7.2;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;13.8;0;0;0
;0;0;0;0;0;16.1;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;4.3;0
;0;0;76.3;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;3.5;0;0
;0;0;0;0;0;0;0;0;0;0;0;0
;0;0;0;0;0;0;19.7;0;0;0;0;0
;0;0;0;0;0;0;0;0;0;0;0;0
;0;;0;0;29.1;0;0;0;0;0;0;2.9
;0;;0;0;0;0;0;0;0;0;0;0
;0;;0;;0;;0;0;;0;;0

